  280.899990  44.410984  281.960640  43.481211  283.172970  44.179651  282.118890  45.119822
  284.203220  43.220023  283.183450  44.170098  281.971190  43.471764  282.999180  42.532366
  282.894320  42.471049  281.866190  43.409781  280.683880  42.698185  281.718090  41.770748
  279.608130  43.625615  280.673270  42.707511  281.855630  43.419220  280.794990  44.348360
  283.351100  42.193371  284.334980  41.240369  285.531480  41.912303  284.555100  42.874703
  286.487430  40.931620  285.541190  41.902533  284.344780  41.230695  285.299960  40.269456
  285.201530  40.211880  284.245410  41.172261  283.075630  40.487100  284.038720  39.537122
  282.075510  41.438716  283.065770  40.496661  284.235610  41.181925  283.250910  42.134093
  285.635530  39.927786  286.552860  38.955154  287.731490  39.603640  286.822120  40.584801
  288.623550  38.605233  287.740540  39.593687  286.562000  38.945288  287.454130  37.965585
  287.353130  37.909405  286.461230  38.888723  285.305570  38.228399  286.204970  37.258676
  284.373280  39.201225  285.296370  38.238167  286.452090  38.898586  285.535120  39.870877
  283.977230  48.177523  282.571310  47.431934  283.591390  46.555280  284.986910  47.288606
  282.219350  45.798301  283.577480  46.547785  282.557310  47.424312  281.191470  46.661877
  281.099760  46.736152  282.466420  47.499642  281.408920  48.366128  280.036520  47.589946
  282.838460  49.132565  281.423010  48.373885  282.480440  47.507274  283.887410  48.253854
  284.058630  46.198360  285.103770  45.241773  286.388950  45.907561  285.353480  46.875083
  287.397990  44.920729  286.399230  45.897734  285.114150  45.232058  286.124150  44.266145
  286.016890  44.208103  285.007320  45.173777  283.753850  44.493687  284.772350  43.539808
  282.691500  45.448080  283.743390  44.503282  284.996950  45.183490  283.952390  46.139880
  286.477720  43.910052  287.441050  42.931299  288.702840  43.570014  287.749850  44.558648
  289.633490  42.563315  288.712300  43.559982  287.450630  42.921368  288.383390  41.934697
  288.276910  41.879457  287.343990  42.865568  286.110250  42.212750  287.052780  41.237437
  285.129050  43.190240  286.100580  42.222569  287.334410  42.875495  286.371030  43.853717
  288.215440  39.906226  289.520150  40.581379  288.690670  41.509434  287.377330  40.824721
  290.045930  42.185057  288.704080  41.516274  289.533470  40.588126  290.864770  41.248131
  290.933710  41.168867  289.604260  40.508602  290.410200  39.574841  291.727930  40.226161
  289.103810  38.902721  290.397010  39.568186  289.590960  40.501852  288.287960  39.826532
  290.260490  37.541358  291.542230  38.192468  290.769800  39.135351  289.479370  38.475603
  292.098200  39.786546  290.782970  39.141943  291.555300  38.198976  292.860170  38.835737
  292.925520  38.755444  291.621520  38.119436  292.372340  37.171097  293.664940  37.799099
  291.088100  36.523277  292.359380  37.164682  291.608460  38.112936  290.327440  37.462649
  287.458970  49.874336  285.956810  49.169599  286.955040  48.264723  288.442550  48.956792
  285.492820  47.547211  286.940210  48.257635  285.941850  49.162378  284.482810  48.438545
  284.393500  48.516001  285.853450  49.241119  284.814620  50.136110  283.344810  49.397710
  286.345920  50.862139  284.829700  50.143475  285.868420  49.248352  287.371760  49.954316
  289.903370  47.518293  288.436790  46.844509  289.350130  45.919500  290.801660  46.581923
  287.918650  45.232684  289.335640  45.912715  288.422160  46.837606  286.992740  46.145401
  286.911750  46.222270  288.342470  46.915216  287.394750  47.832129  285.953100  47.127141
  288.891250  48.524919  287.409520  47.839158  288.357120  46.922127  289.825220  47.596580
  292.140110  45.112432  290.710350  44.465982  291.551010  43.524279  292.965860  44.160566
  290.151760  42.864774  291.536870  43.517763  290.696060  44.459358  289.298340  43.795319
  289.223920  43.874436  290.622790  44.539322  289.752220  45.474062  288.342110  44.798279
  291.211410  46.138049  289.766650  45.480799  290.637080  44.545954  292.068180  45.193172
  291.353900  41.486949  292.723160  42.124243  291.922040  43.075620  290.541370  42.428520
  293.346630  43.711522  291.936150  43.082071  292.737140  42.130599  294.134160  42.751095
  294.201000  42.667680  292.805870  42.047215  293.582010  41.090332  294.962520  41.701759
  292.213180  40.456987  293.568190  41.084072  292.791910  42.040858  291.424380  41.403694
  293.330830  39.054993  294.668190  39.670282  293.923470  40.633971  292.575100  40.009843
  295.311380  41.247640  293.937230  40.640195  294.681830  39.676421  296.043180  40.275919
  296.106020  40.191599  294.745490  39.593138  295.467430  38.624124  296.814200  39.214505
  294.129260  38.012909  295.453930  38.618082  294.731870  39.587009  293.395170  38.972827
  291.184340  51.464892  289.579540  50.806508  290.545500  49.872475  292.130410  50.517984
  288.987130  49.199634  290.529700  49.865846  289.563550  50.799743  288.004490  50.119770
  287.918080  50.196498  289.478600  50.877621  288.469830  51.802573  286.894530  51.107719
  290.110850  52.481925  288.486000  51.809484  289.494600  50.884397  291.101140  51.543861
  293.536750  49.039701  291.981040  48.411677  292.859360  47.459659  294.395520  48.076232
  291.343880  46.817076  292.844020  47.453327  291.965510  48.405224  290.448730  47.756569
  290.370070  47.835564  291.888170  48.485468  290.973070  49.429798  289.439740  48.767547
  292.564320  50.077068  290.988780  49.436383  291.903710  48.491933  293.461000  49.121128
  294.931600  44.940920  294.065910  45.979546  292.694220  45.401266  293.576120  44.373771
  291.771090  46.432316  292.685150  45.411616  294.057000  45.990008  293.158010  47.021788
