  293.281840  47.072229  294.178110  46.038915  295.581780  46.598225  294.703190  47.641671
  296.434600  45.537336  295.590480  46.587644  294.186990  46.028437  295.049890  44.988294
  296.864590  42.450121  296.067940  43.502622  294.733880  42.948012  295.546070  41.905555
  293.885930  43.995305  294.725540  42.958519  296.059750  43.513230  295.234650  44.559956
  295.355790  44.608379  296.179020  43.560609  297.540040  44.097774  296.733560  45.154507
  298.325040  43.024495  297.548030  44.087064  296.187190  43.549990  296.981890  42.496446
  296.532020  40.486621  297.928280  41.061047  297.219360  42.046710  295.809310  41.463389
  298.670150  42.617585  297.233750  42.052514  297.942510  41.066766  299.363260  41.623851
  299.423120  41.537079  298.003330  40.981316  298.688590  39.990697  300.091840  40.538461
  297.293740  39.421116  298.674520  39.985079  297.989110  40.975611  296.593630  40.402585
  296.532220  48.821552  295.635560  49.873427  294.139530  49.314537  295.057680  48.275075
  293.172930  50.357143  294.130060  49.325006  295.626300  49.884021  294.689460  50.928610
  294.818770  50.976257  295.753500  49.930525  297.287280  50.467987  296.376210  51.525204
  298.166190  49.392916  297.296270  50.457266  295.762740  49.919919  296.657210  48.866913
  298.517940  46.310789  297.701410  47.376548  296.255940  46.842730  297.092790  45.788014
  295.377440  47.901945  296.247320  46.853359  297.692990  47.387288  296.842560  48.446958
  296.971850  48.493210  297.819630  47.432316  299.297290  47.945535  298.471690  49.016503
  300.096320  46.857716  299.305450  47.934681  297.828020  47.421563  298.641850  46.354599
  300.331680  43.770132  299.582120  44.847226  298.184490  44.335135  298.953010  43.267958
  297.380100  45.407961  298.176580  44.345895  299.574400  44.858085  298.796070  45.930048
  298.920920  45.974484  299.697080  44.901422  301.122050  45.394399  300.366360  46.476281
  301.855640  44.296430  301.129540  45.383439  299.704770  44.890550  300.452110  43.812365
