##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): June 2, 2015, 12:40 a.m.
## Download Date (Y/M/D): 2015/06/05
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;inclNoJust&quot;:true,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;-2&quot;],&quot;inclFPlinked&quot;:true,&quot;inclHasSource&quot;:true,&quot;kics&quot;:[],&quot;cols&quot;:[&quot;pdepth&quot;,&quot;scdata&quot;,&quot;bjd0&quot;,&quot;glat&quot;,&quot;morph&quot;,&quot;swidth&quot;,&quot;ra&quot;,&quot;lcdata&quot;,&quot;figs&quot;,&quot;flags&quot;,&quot;sep&quot;,&quot;sigma&quot;,&quot;sdepth&quot;,&quot;keff&quot;,&quot;kic&quot;,&quot;p&quot;,&quot;pwidth&quot;,&quot;dec&quot;,&quot;kmag&quot;,&quot;glon&quot;],&quot;etvshort&quot;:true,&quot;inclFPnotlinked&quot;:true,&quot;incat1&quot;:true,&quot;inclHasJust&quot;:true,&quot;inclNoSource&quot;:true,&quot;kois&quot;:[]}
##
#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep,sigma,morph,Teff,kmag,RA,DEC,GLon,GLat,SC,
8677949,0.2849507,55001.953024,0.1362,0.1159,0.2383,0.2595,0.5006,0.0093,0.93,4819.0000,15.8980,286.8068,44.8298,75.4926,16.1422,False,
11036301,0.2852372,54964.716986,0.1009,0.0888,0.2507,0.2446,0.4913,0.0078,0.95,4708.0000,15.1210,294.8573,48.5662,81.3669,12.6758,False,
7367833,0.2861988,54964.863858,0.1835,0.1558,0.1840,0.1521,0.4973,0.0127,0.76,5799.0000,15.3420,293.3349,42.9219,75.7316,11.0716,False,
5459373,0.2866088,54964.670887,0.0456,0.0434,0.2321,0.2254,0.5030,0.0037,0.97,4982.0000,15.0910,294.9131,40.6848,74.2706,8.9935,False,
11444780,0.2867135,54964.589880,0.4712,0.4765,0.1525,0.0831,0.4975,0.0227,0.73,4566.0000,15.7320,285.7113,49.3971,79.6611,18.5049,False,
8280135,0.2868850,54964.799724,0.0768,0.0831,0.2568,0.2396,0.4931,0.0066,0.97,5317.0000,15.6530,282.8140,44.2091,73.8044,18.5696,False,
4073678,0.2882443,54927.892568,0.0021,0.0021,0.1376,0.1206,0.5005,0.0007,0.64,5763.0000,15.4470,295.6066,39.1533,73.1669,7.7950,False,
11341950,0.2883712,54964.806734,0.5443,0.4487,0.1654,0.1377,0.4988,0.0276,0.73,5511.0000,14.9240,287.2744,49.1996,79.8505,17.4823,False,
5699617,0.2889166,54964.792095,0.3357,0.2656,0.1159,0.1251,0.5020,0.0200,0.75,4817.0000,14.9710,289.9502,40.9866,72.8265,12.4827,False,
6467389,0.2889760,54953.687848,0.2767,0.2279,0.1496,0.1247,0.5035,0.0144,0.77,5183.0000,13.1320,298.3585,41.8914,76.6095,7.3213,False,
9882280,0.2890750,54964.879245,0.4455,0.4470,0.1744,0.1478,0.5010,0.0264,0.75,5343.0000,14.5160,287.7230,46.7962,77.6393,16.3034,False,
4758092,0.2891660,54964.779256,0.1566,0.1527,0.2135,0.1542,0.5078,0.0146,0.90,5682.0000,15.4200,294.8686,39.8910,73.5467,8.6477,False,
9664382,0.2907540,54999.947529,0.3280,0.2658,0.1532,0.0904,0.5003,0.0197,0.74,4936.0000,16.5840,297.4071,46.3161,80.1620,10.0990,False,
11295026,0.2908549,54953.889963,0.1762,0.1596,0.2147,0.2063,0.5092,0.0132,0.90,4988.0000,12.8100,290.8287,49.0356,80.6304,15.2738,False,
10322582,0.2912692,54964.562248,0.3474,0.3315,0.1971,0.1994,0.5020,0.0268,0.86,5806.0000,14.7950,283.5413,47.4851,77.2430,19.2051,False,
6128248,0.2917436,54964.750595,0.4563,0.3595,0.1797,0.1177,0.5014,0.0251,0.75,4867.0000,15.1660,293.2808,41.4357,74.3653,10.4322,False,
5008287,0.2918775,54964.561803,0.0873,0.0869,0.2290,0.1629,0.5077,0.0069,0.94,5881.0000,15.3130,290.9527,40.1499,72.3917,11.4344,False,
11135978,0.2920594,54953.929754,0.0080,0.0063,0.0922,0.1205,0.5003,0.0008,0.74,5004.0000,12.3310,291.0413,48.7180,80.3893,15.0164,False,
4661397,0.2923249,54964.698721,0.0658,0.0589,0.1481,0.1802,0.5107,0.0058,0.91,5546.0000,15.3730,293.6169,39.7235,72.9406,9.4186,False,
9995981,0.2932666,54964.847803,0.2041,0.1913,0.1793,0.1575,0.5065,0.0186,0.86,5328.0000,15.5850,283.9188,46.9826,76.8345,18.7941,False,
10847118,0.2935526,54964.703537,0.2862,0.2640,0.1494,0.1548,0.5014,0.0251,0.80,5528.0000,13.9650,284.7987,48.2633,78.3196,18.6759,False,
3730067,0.2940786,54964.887243,0.4058,0.2497,0.1449,0.0812,0.4967,0.0174,0.62,4099.0000,14.6100,285.8078,38.8948,69.5233,14.5179,True,
3454864,0.2941204,54964.782281,0.0455,0.0298,0.1507,0.0278,0.5134,0.0020,0.67,5791.0000,13.7310,294.2217,38.5311,72.0952,8.4468,False,
9145846,0.2944796,54964.702271,0.1784,0.1611,0.2245,0.3114,0.4809,0.0285,0.96,4745.0000,15.1610,287.8326,45.5903,76.5121,15.7682,False,
12153332,0.2946266,54953.871096,0.0424,0.0306,0.2805,0.2509,0.4991,0.0047,0.88,5367.0000,13.0770,287.9061,50.7663,81.5358,17.6787,False,
2302092,0.2946734,54964.698441,0.2124,0.1717,0.1463,0.1794,0.4856,0.0137,0.89,5245.0000,14.4400,291.2623,37.6979,70.2621,10.1328,False,
4950505,0.2948091,54964.865804,0.0641,0.0556,0.1495,0.1091,0.5021,0.0042,0.82,5625.0000,14.6890,298.2026,40.0889,74.9806,6.5162,False,
5543482,0.2948276,55000.187868,0.2531,0.2137,0.1345,0.1568,0.4993,0.0157,0.79,5156.0000,15.7340,294.6424,40.7298,74.2128,9.1957,False,
10123627,0.2949393,54964.807405,0.1356,0.1237,0.2355,0.2783,0.4904,0.0098,0.96,4454.0000,15.4980,283.9374,47.1497,77.0050,18.8392,False,
9665086,0.2965356,55000.079903,0.0041,0.0030,0.1388,0.0938,0.4986,0.0004,0.67,-1.0000,13.8770,297.6177,46.3933,80.3021,10.0094,False,
11244501,0.2966763,54953.815356,0.0594,0.0478,0.2577,0.2555,0.5170,0.0053,0.90,5151.0000,9.8490,292.0443,48.9436,80.8848,14.5094,True,
7884426,0.2967316,54964.674950,0.1273,0.1192,0.2321,0.2144,0.5107,0.0120,0.95,5285.0000,15.1130,289.5351,43.6887,75.2130,13.8958,False,
7740566,0.2970627,55113.456835,0.3132,0.2780,0.1018,0.1901,0.4998,0.0220,0.79,5526.0000,15.6110,286.7832,43.4308,74.1432,15.6199,False,
2715007,0.2971105,54964.782119,0.0401,0.0342,0.1997,0.1633,0.5105,0.0038,0.87,5598.0000,14.7300,291.8773,37.9508,70.7132,9.8126,False,
6471048,0.2972280,54953.685654,0.4551,0.3713,0.1312,0.1325,0.4965,0.0240,0.76,4850.0000,12.8360,299.1282,41.8283,76.8469,6.7949,False,
6046061,0.2972557,54919.454410,0.0017,-1.0000,0.1436,-1.0000,1.0000,0.0004,0.69,4563.0000,14.9880,292.9391,41.3114,74.1341,10.6042,False,
7130044,0.2976650,54964.695612,0.3840,0.3013,0.1678,0.1557,0.5036,0.0219,0.75,5047.0000,14.3020,295.2743,42.6689,76.1721,9.6928,False,
5557368,0.2979309,54953.769422,0.1643,0.1388,0.2409,0.2525,0.4969,0.0122,0.93,5143.0000,12.6500,297.7350,40.7678,75.3927,7.1645,False,
7941050,0.2979811,54964.785178,0.1943,0.1625,0.2015,0.2143,0.5074,0.0138,0.86,5069.0000,14.9810,283.2890,43.7909,73.5165,18.1038,False,
10149237,0.2979959,54951.244018,0.0147,0.0160,0.2589,0.2688,0.5240,0.0042,0.93,5013.0000,15.1830,294.8349,47.1625,80.0792,12.0526,False,
10880490,0.2980053,54964.858588,0.1153,0.0956,0.1864,0.1165,0.4995,0.0056,0.74,5807.0000,15.2390,298.6569,48.2364,82.2853,10.2966,False,
4651526,0.2981451,54999.973155,0.0908,0.0875,0.1982,0.2284,0.5002,0.0089,0.94,6241.0000,14.7540,290.7388,39.7708,71.9707,11.4159,False,
5617953,0.2986960,55002.067477,0.2898,0.2512,0.1154,0.0851,0.5009,0.0142,0.74,5289.0000,15.8850,291.1830,40.8317,73.0955,11.5756,False,
11604958,0.2989297,54964.653176,0.1924,0.1675,0.1356,0.1121,0.4998,0.0091,0.72,5286.0000,13.9350,288.6376,49.6247,80.6097,16.8182,False,
5961327,0.2992020,54964.708008,0.3890,0.3556,0.1461,0.1296,0.5024,0.0245,0.75,4842.0000,15.4170,292.1672,41.2941,73.8531,11.1144,False,
11127048,0.2993229,54964.787492,0.0820,0.0734,0.2827,0.2124,0.5176,0.0070,0.94,5448.0000,15.2210,286.0572,48.7389,79.0964,18.0611,False,
8309175,0.2995914,54964.749853,0.0933,0.0779,0.2460,0.2139,0.5029,0.0073,0.93,5473.0000,15.2800,295.1561,44.2353,77.5362,10.5035,False,
11496078,0.2997192,54953.600303,0.0639,0.0626,0.1749,0.1905,0.5066,0.0051,0.87,5891.0000,13.4750,285.4238,49.4260,79.6213,18.6903,True,
4036687,0.2997993,55000.292216,0.2556,0.2322,0.1859,0.1481,0.4978,0.0138,0.88,6200.0000,15.2200,284.9559,39.1446,69.4926,15.2248,False,
5881838,0.3003313,55005.795225,0.5747,0.5039,0.1562,0.0968,0.4996,0.0287,0.72,5093.0000,14.7370,293.5332,41.1436,74.1895,10.1299,False,
2996347,0.3010109,55002.150168,0.0738,0.0769,0.1496,0.1672,0.5056,0.0103,0.88,5445.0000,15.4480,292.8854,38.1937,71.2994,9.2171,False,
7597095,0.3012058,54964.709147,0.3720,0.3279,0.1292,0.1140,0.5011,0.0210,0.75,4915.0000,14.1990,288.1218,43.2079,74.3288,14.6371,False,
11716688,0.3012184,54964.845939,0.0142,0.0128,0.2709,0.2543,0.5171,0.0023,0.93,5130.0000,13.6470,293.8854,49.8436,82.2529,13.8121,False,
9274472,0.3020905,54964.725707,0.1886,0.1564,0.2029,0.2045,0.4987,0.0137,0.90,5112.0000,13.9190,288.9946,45.7791,77.0242,15.0968,False,
4074708,0.3021166,54964.856673,0.5046,0.4270,0.1366,0.0613,0.4980,0.0240,0.73,5308.0000,15.3700,295.8004,39.1305,73.2200,7.6524,False,
8394040,0.3021265,54964.878453,0.0629,0.0551,0.1325,0.1280,0.5030,0.0037,0.77,5697.0000,14.4570,300.2958,44.3494,79.4682,7.3569,False,
8625469,0.3022458,55000.521144,0.3762,0.3596,0.1927,0.1691,0.5012,0.0177,0.77,5298.0000,17.6580,292.0442,44.7279,76.9634,12.7073,False,
9161428,0.3025934,55002.085278,0.1023,0.0863,0.2563,0.2494,0.5157,0.0074,0.93,5535.0000,15.1190,294.4249,45.5060,78.4411,11.5496,False,
8298344,0.3028750,54964.816991,0.0832,0.0850,0.2559,0.2669,0.5319,0.0147,0.96,5023.0000,15.3540,291.2859,44.2159,76.2502,12.9744,False,
9948201,0.3031810,54964.901895,0.0533,0.0411,0.2613,0.2279,0.5090,0.0039,0.90,5791.0000,14.3720,290.4991,46.8850,78.5058,14.5958,False,
4941060,0.3034224,54964.691063,0.4420,0.3611,0.1218,0.0659,0.4992,0.0226,0.74,5197.0000,15.3800,296.1653,40.0800,74.1958,7.8666,False,
10355671,0.3036296,54953.637108,0.0154,0.0139,0.2726,0.2463,0.5033,0.0043,0.95,5224.0000,13.5990,297.5058,47.4734,81.2250,10.5992,False,
7877062,0.3036515,54964.778743,0.3780,0.3598,0.1529,0.1039,0.5031,0.0226,0.81,5484.0000,13.8270,285.8989,43.6035,74.0539,16.2785,False,
9470175,0.3038318,54964.841477,0.3766,0.3533,0.1654,0.1342,0.5010,0.0226,0.75,5438.0000,15.3470,293.9436,46.0046,78.7399,12.0749,False,
3745184,0.3042328,54964.732045,0.4120,0.2307,0.1641,0.0240,0.4886,0.0214,0.66,4607.0000,15.0310,290.9542,38.8742,71.2244,10.8722,False,
7273033,0.3050331,55002.049227,0.0300,0.0346,0.2406,0.2481,0.4674,0.0075,0.96,5443.0000,15.2090,288.9512,42.8883,74.2812,13.9534,False,
10084115,0.3056657,54964.762598,0.1616,0.1477,0.2020,0.1681,0.5060,0.0114,0.89,5524.0000,15.3500,295.2512,47.0024,80.0664,11.7274,False,
10395202,0.3059446,54964.644504,0.2328,0.1850,0.1569,0.1816,0.5114,0.0147,0.81,5260.0000,14.7050,287.5056,47.5618,78.3195,16.7308,False,
11498689,0.3063060,54964.607232,0.2981,0.2269,0.0952,0.1681,0.5051,0.0169,0.77,5271.0000,15.1240,287.0438,49.4068,79.9953,17.6980,False,
11395117,0.3065169,54964.845917,0.5380,0.4914,0.1614,0.1291,0.5004,0.0290,0.73,4879.0000,14.9930,287.5475,49.2056,79.9253,17.3186,False,
6504095,0.3067754,54964.642283,0.0606,0.0621,0.2590,0.2381,0.5186,0.0099,0.96,5679.0000,14.8420,284.9609,41.9469,72.1850,16.2917,False,
11245381,0.3069917,54953.641745,0.4880,0.4527,0.1555,0.1283,0.4996,0.0260,0.74,5567.0000,12.8580,292.4792,48.9167,80.9843,14.2390,True,
7773380,0.3075778,54964.888998,0.1459,0.1319,0.2600,0.2398,0.4958,0.0105,0.95,5357.0000,14.4750,297.8640,43.4980,77.8325,8.4374,False,
10723143,0.3076416,54964.845615,0.2845,0.2476,0.1062,0.1769,0.5043,0.0186,0.78,5120.0000,15.4950,288.5184,48.0846,79.0940,16.3014,False,
5563814,0.3082342,54964.684778,0.1721,0.1458,0.2090,0.1727,0.4997,0.0116,0.90,5032.0000,15.1920,299.0670,40.7210,75.8647,6.2695,False,
10285661,0.3082916,55002.038068,0.0757,0.0626,0.1389,0.1531,0.5051,0.0055,0.78,5733.0000,15.3180,296.1928,47.3372,80.6725,11.3161,False,
9245929,0.3083748,54964.747929,0.0798,0.0658,0.2701,0.2095,0.4916,0.0072,0.94,5093.0000,15.5380,300.7409,45.6278,80.7358,7.7496,False,
5307780,0.3088511,54964.977524,0.1342,0.1266,0.1510,0.2164,0.5020,0.0085,0.88,6075.0000,14.9060,299.3981,40.4229,75.7369,5.9008,False,
11305087,0.3092669,54964.836735,0.2422,0.1988,0.1319,0.1124,0.5061,0.0144,0.78,5512.0000,15.0380,295.6023,49.0242,82.0135,12.4470,False,
7035139,0.3097412,54964.848905,0.2416,0.2116,0.1550,0.1674,0.5069,0.0162,0.79,5656.0000,15.4800,292.2836,42.5946,75.0804,11.6151,False,
4168013,0.3108761,55002.048341,0.2565,0.2347,0.1470,0.2022,0.5043,0.0199,0.83,5421.0000,15.1510,294.0436,39.2666,72.6863,8.9145,False,
11151970,0.3116291,54954.073794,0.0267,0.0248,0.1679,0.1623,0.5034,0.0022,0.87,5123.0000,13.0710,297.8379,48.7742,82.4939,11.0325,False,
11084647,0.3116736,54964.747435,0.2614,0.2352,0.1671,0.1530,0.5064,0.0192,0.83,5392.0000,15.3190,292.1313,48.6276,80.6139,14.3243,False,
6265720,0.3124277,54964.729666,0.1595,0.1549,0.1752,0.1926,0.5043,0.0142,0.93,5585.0000,14.8230,284.0142,41.6656,71.6386,16.8421,False,
11442348,0.3128408,54964.605336,0.3949,0.3459,0.1121,0.1228,0.5015,0.0207,0.75,5301.0000,14.5460,284.1005,49.3623,79.2501,19.4795,False,
10801703,0.3130925,54964.830909,0.0309,0.0196,0.2724,0.2272,0.5056,0.0034,0.85,5306.0000,14.3800,293.6654,48.1075,80.5832,13.1805,False,
6966265,0.3134353,54964.757106,0.2669,0.2241,0.1001,0.1170,0.5016,0.0140,0.75,5460.0000,14.5500,296.5353,42.4371,76.4156,8.7660,False,
11137143,0.3135334,54964.781971,0.0339,0.0274,0.2435,0.2208,0.5073,0.0025,0.91,5895.0000,13.1450,291.6564,48.7256,80.5699,14.6501,False,
8029708,0.3135574,55000.601078,0.4286,0.3391,0.1112,0.1398,0.5015,0.0225,0.74,5226.0000,16.7260,292.1565,43.8186,76.1615,12.2380,False,
4569923,0.3135835,54964.660415,0.0482,0.0379,0.1956,0.1689,0.5153,0.0034,0.81,5557.0000,13.8730,293.9375,39.6586,72.9986,9.1700,False,
12071741,0.3142642,54964.817555,0.0473,0.0451,0.2680,0.2552,0.5120,0.0067,0.94,5385.0000,14.8180,296.3953,50.5992,83.6876,12.7169,False,
5283266,0.3146487,54964.677104,0.1948,0.1463,0.1446,0.1313,0.5042,0.0111,0.80,4921.0000,14.1960,294.1519,40.4015,73.7420,9.3712,False,
7821450,0.3147619,54964.681405,0.2705,0.2489,0.2159,0.1878,0.5026,0.0153,0.80,5155.0000,14.9370,291.4678,43.5498,75.6917,12.5692,False,
10322296,0.3150326,54964.780304,0.1388,0.1156,0.1194,0.1322,0.4993,0.0100,0.83,-1.0000,12.7190,283.3916,47.4365,77.1587,19.2844,False,
8545456,0.3152045,54953.665175,0.0309,0.0272,0.1229,0.1360,0.5024,0.0017,0.76,7855.0000,11.7240,285.0947,44.6663,74.8604,17.2092,True,
5283839,0.3152311,54964.855369,0.2528,0.2367,0.2000,0.1362,0.4957,0.0144,0.92,5906.0000,15.1560,294.3030,40.4669,73.8550,9.3000,False,
3353233,0.3157777,55002.057634,0.0371,0.0292,0.1207,0.1100,0.5013,0.0023,0.74,4586.0000,15.9580,294.1923,38.4395,72.0026,8.4240,False,
4249218,0.3161948,54964.857382,0.3189,0.2770,0.1382,0.1023,0.5046,0.0172,0.75,5283.0000,13.8580,287.7077,39.3135,70.5314,13.3383,False,
6431545,0.3168339,54964.596805,0.1633,0.1766,0.2263,0.2057,0.5077,0.0259,0.91,5459.0000,13.8530,287.8287,41.8049,72.9127,14.2702,False,
7533807,0.3168452,54964.670530,0.0770,0.0707,0.2366,0.2615,0.5076,0.0067,0.96,5571.0000,15.2920,293.5822,43.1635,76.0344,11.0201,False,
7953796,0.3175482,54964.848282,0.0599,0.0518,0.3005,0.2248,0.4978,0.0057,0.94,5582.0000,15.7790,289.6456,43.7378,75.2931,13.8434,False,
3545476,0.3176886,54964.747751,0.0108,0.0074,0.2598,0.2157,0.5036,0.0022,0.88,5319.0000,14.8210,291.6633,38.6440,71.2651,10.2747,False,
9994475,0.3184064,54964.736082,0.3420,0.3294,0.1394,0.1185,0.5026,0.0196,0.76,5646.0000,14.3000,282.9986,46.9307,76.5591,19.3681,False,
9347868,0.3184700,54964.835249,0.1758,0.1637,0.1570,0.1695,0.5049,0.0130,0.82,5575.0000,15.2100,294.0103,45.8222,78.5947,11.9513,False,
9005043,0.3202380,55002.139462,0.5800,0.4794,0.1445,0.1176,0.4993,0.0278,0.71,5141.0000,15.7790,284.6322,45.3317,75.3872,17.7544,False,
11722816,0.3203734,54964.744235,0.0068,0.0057,0.1622,0.1748,0.5053,0.0008,0.82,5885.0000,14.2270,296.4986,49.8017,82.9951,12.2886,False,
10032935,0.3205160,54964.672349,0.1112,0.1089,0.1771,0.1617,0.5005,0.0061,0.75,5806.0000,14.6380,299.1406,46.9993,81.3594,9.3995,False,
9145707,0.3207706,54964.766143,0.4669,0.4121,0.1146,0.0588,0.5003,0.0243,0.74,5399.0000,14.7500,287.7475,45.5180,76.4188,15.7951,False,
11303416,0.3207842,54964.927759,0.1935,0.1951,0.1546,0.1862,0.4958,0.0156,0.93,4825.0000,15.0230,294.8917,49.0513,81.8214,12.8743,False,
2571439,0.3209791,54964.703587,0.0534,0.0452,0.2651,0.2606,0.5107,0.0049,0.93,5046.0000,14.6960,290.4693,37.8552,70.1227,10.7643,False,
9181877,0.3210098,54953.793919,0.0116,0.0092,0.1380,0.1124,0.5028,0.0008,0.74,4599.0000,11.6980,300.5397,45.5072,80.5581,7.8076,False,
5983351,0.3211859,55001.955816,-1.0000,-1.0000,-1.0000,0.0990,-1.0000,0.0252,-1.00,-1.0000,17.8340,297.7351,41.2537,75.8175,7.4063,False,
9713664,0.3212360,54964.678093,0.1509,0.1451,0.1696,0.1536,0.5030,0.0207,0.88,5585.0000,14.8030,293.2532,46.4331,78.9147,12.6935,False,
7118656,0.3213551,54964.747738,0.0867,0.0744,0.2564,0.2269,0.4938,0.0070,0.93,5271.0000,15.0330,292.0682,42.6423,75.0526,11.7784,False,
8330092,0.3217236,54964.943576,0.0383,0.0375,0.1526,0.1265,0.5012,0.0028,0.79,6902.0000,13.4840,300.8955,44.2472,79.6051,6.9371,True,
2854432,0.3223256,54964.884847,0.1469,0.1357,0.1942,0.2150,0.5059,0.0125,0.90,5103.0000,14.9220,291.8666,38.0855,70.8313,9.8809,False,
9991887,0.3223957,54964.751739,0.1899,0.1504,0.2204,0.1829,0.5193,0.0129,0.87,5198.0000,15.2160,281.3762,46.9876,76.2362,20.4345,False,
6061139,0.3224413,54964.913384,0.3382,0.2550,0.1198,0.1445,0.5059,0.0175,0.75,5063.0000,15.2320,296.8937,41.3081,75.5503,7.9831,False,
4474193,0.3225048,54964.738770,0.2183,0.1761,0.2048,0.1477,0.4902,0.0198,0.88,5319.0000,15.2970,294.2397,39.5585,73.0192,8.9174,False,
5984000,0.3230583,54964.657518,0.2365,0.2107,0.1487,0.1651,0.5082,0.0178,0.80,5414.0000,14.4310,297.8845,41.2494,75.8702,7.3069,False,
7627059,0.3236502,55002.006911,0.3401,0.3166,0.1294,0.1567,0.5014,0.0215,0.80,5754.0000,14.8740,297.1142,43.2143,77.3117,8.7727,False,
7199183,0.3240920,55002.030763,0.1538,0.1525,0.2101,0.2518,0.4773,0.0145,0.97,5462.0000,15.7720,291.4291,42.7863,74.9747,12.2636,False,
5195137,0.3241170,54964.554051,0.0744,0.0656,0.2734,0.2564,0.5181,0.0061,0.92,5381.0000,14.0270,294.1049,40.3016,73.6355,9.3564,False,
7280704,0.3243504,54953.708801,0.0309,0.0259,0.2692,0.2309,0.5078,0.0027,0.93,5869.0000,13.0570,291.3755,42.8113,74.9802,12.3099,False,
8956957,0.3243816,54964.751029,0.1014,0.0973,0.2179,0.2768,0.5013,0.0103,0.97,6307.0000,13.9780,293.3337,45.2829,77.8846,12.1330,False,
6264091,0.3250179,54964.644781,0.1193,0.1202,0.2778,0.1747,0.5117,0.0257,0.97,5680.0000,15.2020,283.2481,41.6531,71.4080,17.3704,False,
3439180,0.3250651,55002.039112,0.1924,0.1661,0.0908,0.1048,0.5026,0.0095,0.75,5597.0000,14.3660,290.1690,38.5392,70.6438,11.2759,False,
7685689,0.3251596,55001.994674,0.3193,0.3024,0.1866,0.1654,0.5032,0.0213,0.77,5677.0000,15.5400,292.8773,43.3687,75.9854,11.5708,False,
5791886,0.3251705,54999.992375,0.3343,0.2908,0.1141,0.1448,0.5011,0.0182,0.76,5647.0000,15.3480,292.1333,41.0489,73.6178,11.0278,False,
8555573,0.3263619,54964.831437,0.0974,0.0881,0.2417,0.2533,0.4996,0.0089,0.96,5564.0000,14.5340,290.1569,44.6324,76.2881,13.8812,False,
2694741,0.3266474,54953.773811,0.1433,0.1174,0.2586,0.2097,0.4912,0.0104,0.93,5302.0000,12.2970,286.4123,37.9082,68.7870,13.6886,False,
8481574,0.3268648,54964.728369,0.0462,0.0428,0.2833,0.2573,0.5064,0.0082,0.95,5722.0000,13.9390,285.5683,44.5726,74.8989,16.8613,True,
6507541,0.3272122,54964.705557,0.0049,0.0043,0.2475,0.2336,0.5346,0.0008,0.92,5797.0000,15.2780,286.5610,41.9956,72.7059,15.2118,False,
11972387,0.3278982,55000.018394,0.0003,-1.0000,0.0855,-1.0000,1.0000,0.0001,0.54,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,False,
3956545,0.3302801,54964.884961,0.3788,0.3083,0.1084,0.1108,0.5021,0.0189,0.74,5617.0000,13.9870,292.0921,39.0474,71.7838,10.1578,False,
11289003,0.3303413,55000.019764,0.0158,0.0141,0.2676,0.2543,0.5036,0.0020,0.96,5795.0000,15.5410,287.3825,49.0514,79.7333,17.3621,False,
8245326,0.3307674,55001.985218,0.1184,0.1077,0.2128,0.1934,0.5076,0.0095,0.94,5545.0000,15.0520,295.8767,44.1663,77.7212,10.0152,False,
9519590,0.3308941,54964.677529,0.0662,0.0691,0.1527,0.1833,0.5032,0.0060,0.88,5961.0000,13.9160,288.7156,46.1673,77.3135,15.4291,True,
2141697,0.3310425,54953.838387,0.1155,0.1171,0.2526,0.1980,0.5065,0.0096,0.98,6049.0000,13.3990,286.3449,37.5018,68.3825,13.5725,False,
7696778,0.3312357,55000.007733,0.3175,0.2933,0.1254,0.1070,0.5068,0.0153,0.78,5022.0000,15.4330,296.2881,43.3987,77.1805,9.3881,False,
11751847,0.3314836,54964.716670,0.0351,0.0311,0.2656,0.2105,0.5052,0.0061,0.94,6226.0000,13.8620,284.8429,49.9386,79.9957,19.2182,False,
8097902,0.3315636,54999.994061,0.3635,0.3573,0.1400,0.1332,0.5001,0.0203,0.74,5569.0000,16.3840,291.9086,43.9575,76.2094,12.4594,False,
9237755,0.3316703,54964.782121,0.0868,0.0896,0.2717,0.2471,0.4947,0.0114,0.98,5176.0000,14.2190,298.3809,45.6277,79.8894,9.1718,False,
7204041,0.3316792,54953.969392,0.0715,0.0595,0.2496,0.2496,0.5088,0.0083,0.93,5089.0000,12.9890,292.9479,42.7298,75.4263,11.2383,False,
11672319,0.3317754,54964.817443,0.0363,0.0322,0.2757,0.2217,0.5172,0.0039,0.94,5497.0000,14.2880,296.8050,49.7127,83.0092,12.0720,False,
12458133,0.3325218,54964.899709,0.3209,0.2790,0.1278,0.1106,0.5024,0.0161,0.76,5402.0000,14.0740,290.1713,51.3776,82.6907,16.5919,False,
8190613,0.3325852,54964.804370,0.1803,0.1790,0.1866,0.1724,0.5081,0.0145,0.91,5384.0000,15.1260,299.1217,44.0375,78.7635,7.9209,False,
9786165,0.3326251,54999.874947,0.5425,0.4960,0.1478,0.1213,0.4994,0.0264,0.72,6098.0000,17.1310,297.5457,46.5779,80.4416,10.1423,False,
5620981,0.3335163,54964.760110,0.2562,0.2241,0.1590,0.1521,0.5042,0.0145,0.79,5406.0000,14.8730,292.1272,40.8834,73.4649,10.9580,False,
11502581,0.3336360,54964.875051,0.5022,0.4547,0.1372,0.1109,0.5006,0.0247,0.73,5696.0000,14.6610,289.2659,49.4728,80.6265,16.3835,False,
9097798,0.3340654,54964.725038,0.0566,0.0550,0.2572,0.2243,0.5086,0.0044,0.99,5592.0000,14.5810,294.9251,45.4810,78.5825,11.2266,False,
4945857,0.3354148,54964.838022,0.1421,0.1293,0.1605,0.1406,0.5006,0.0096,0.74,5232.0000,13.9640,297.1856,40.0491,74.5546,7.1707,False,
10255110,0.3367025,54953.626155,0.1788,0.1726,0.1576,0.1794,0.5074,0.0119,0.88,6213.0000,13.4880,282.4988,47.3308,76.8420,19.8205,False,
9110213,0.3370543,54964.662645,0.1285,0.1156,0.1323,0.1203,0.4988,0.0073,0.72,4400.0000,15.9860,298.3097,45.4192,79.6809,9.1119,False,
8211618,0.3374436,55000.238288,0.4992,0.4446,0.1545,0.1349,0.5001,0.0246,0.73,5556.0000,15.6870,281.6123,44.1263,73.4135,19.3527,False,
10447902,0.3374641,54964.634577,0.2309,0.1912,0.1372,0.1277,0.5032,0.0109,0.75,5578.0000,14.9180,280.4769,47.6550,76.7155,21.2196,False,
7362751,0.3382490,54964.744492,0.0269,0.0230,0.1348,0.0723,0.5006,0.0023,0.73,5079.0000,15.7740,291.7772,42.9512,75.2403,12.1059,False,
8563964,0.3384363,54953.846748,0.0114,0.0114,0.2637,0.2605,0.5021,0.0008,1.00,-1.0000,12.9420,293.4061,44.6221,77.3039,11.7917,False,
6368316,0.3385051,54964.638329,0.0928,0.0767,0.2582,0.2562,0.5148,0.0070,0.92,5440.0000,15.0840,293.1879,41.7281,74.5980,10.6272,False,
